,UNIVERSIDAD,CARRERA,TITULO,RESUMEN,AUTOR(ES),AÑO,PDF
62,uss,psicología,Adicción al trabajo: una exploración teórica,"La investigación es de tipo cualitativa, su finalidad es analizar la adicción al trabajo a nivel mundial 2010-2020, haciendo uso de una revisión de artículos científicos de revistas y paginas virtuales de acto impacto, ...","Ardiles Ugaz, Lucy Elizabeth",2020,https://repositorio.uss.edu.pe/bitstream/handle/20.500.12802/8282/Ardiles%20Ugaz%20Lucy%20Elizabeth.pdf
63,uss,psicología,Agresividad en adolescentes,"El presente es un trabajo teórico de corte cualitativo, concretamente referido al estudio de la variable agresividad en la adolescencia, tiene como finalidad realizar el análisis documental de la bibliografía alojada en ...","Calero Granados, Kelly Ruby; Avellaneda Serquén, Angie Jackeline",2021,https://repositorio.uss.edu.pe/bitstream/handle/20.500.12802/8283/Calero%20Granados%20Kelly%20%26%20Avellaneda%20Serqu%c3%a9n%20Angie.pdf
64,uss,psicología,Afrontamiento y calidad de vida en pacientes con insuficiencia renal crónica: una revisión sistemática,"El estilo de afrontamiento y la calidad de vida son fenómenos ampliamente estudiados en el campo de la psicología considerándose variables importantes, sobre todo en pacientes que se adaptan a eventos de alto estrés como ...","Cabrera Irigoin, Greisy Jeraldin; Coronel Gayoso, Greta Danitza",2021,https://repositorio.uss.edu.pe/bitstream/handle/20.500.12802/8331/Cabrera%20Irigoin%20Greisy%20%26%20Coronel%20Gayoso%20Greta.pdf
65,uss,psicología,"Sexismo y ansiedad social en adolescentes mujeres de una institución educativa del distrito Santa Rosa, 2019",La presente investigación tuvo como objetivo establecer la relación entre el sexismo con la ansiedad social. La investigación cuantitativa y diseño correlacional contó con una muestra de 184 mujeres de 12 a 19 años ...,"Gregorio Jiménez, Alexandra Cielo",2021,https://repositorio.uss.edu.pe/bitstream/handle/20.500.12802/8306/Gregorio%20Jim%c3%a9nez%20Alexandra%20Cielo.pdf
66,uss,psicología,Impulsividad y celos en personal de tropa de un centro médico militar de Lambayeque,La presente investigación tuvo como finalidad determinar la relación entre impulsividad y celos en personal de tropa de un centro médico militar de Lambayeque. El diseño de investigación fue descriptivo - correlacional ...,"Sánchez Santisteban, Fátima Faviola",2020,https://repositorio.uss.edu.pe/bitstream/handle/20.500.12802/8114/S%c3%a1nchez%20Santisteban%2c%20F%c3%a1tima%20Faviola.pdf
67,uss,psicología,"Actitudes hacia el machismo en mujeres del programa vaso de leche, de la zona urbana y rural del distrito de Pítipo","La presente investigación tuvo como objetivo determinar si existen diferencias respecto a las Actitudes hacia el machismo en mujeres del Programa vaso de leche, de la zona urbana y rural del distrito de Pítipo. Es de ...","Baldera Acuña, Maryuri Ysabel",2020,https://repositorio.uss.edu.pe/bitstream/handle/20.500.12802/8112/Baldera%20Acu%c3%b1a%20Maryuri%20Ysabel.pdf
68,uss,psicología,"Violencia familiar y estrategias de afrontamiento en estudiantes de educación secundaria de una institución educativa de la provincia de Ferreñafe, 2019",La presente investigación tiene como objetivo conocer la relación entre la variable violencia familiar y la variable estrategias de afrontamiento en estudiantes de educación secundaria de una institución educativa de la ...,"Valencia Manayay, Julia Verónica",2021,https://repositorio.uss.edu.pe/bitstream/handle/20.500.12802/8166/Valencia%20Manayay%2c%20Julia%20Ver%c3%b3nica.pdf
69,uss,psicología,Estilos de crianza e inteligencia emocional en adolescentes de un centro juvenil de Chiclayo 2019,"La investigación tuvo como objetivo principal determinar la relación entre los estilos de crianza y la inteligencia emocional en adolescentes de un centro juvenil de Chiclayo con diseño no experimental, tipo correlacional, ...","Chirinos Santacruz, Julia Elizabet",2020,https://repositorio.uss.edu.pe/bitstream/handle/20.500.12802/8171/Chirinos%20Santacruz%2c%20Julia%20Elizabet.pdf
70,uss,psicología,Actitudes sexistas en adolescentes,El sexismo es un prejuicio discriminativo con actitudes intimidantes que busca infravalorar el rol que ocupa el sexo opuesto frente a la sociedad. El presente estudio pretende actualizar la información existente en ...,"Quijano Muñoz, Diego Miguel",2020,https://repositorio.uss.edu.pe/bitstream/handle/20.500.12802/8295/Quijano%20Mu%c3%b1oz%20Diego%20Miguel.pdf
71,uss,psicología,Conducta antisocial en adolescentes del Perú (2010-2020),El objetivo general del presente estudio fue describir las conductas antisociales en adolescentes de Perú (2010-2020). El método utilizado es de tipo documental que explora bibliografía tomando las diversas publicaciones ...,"Salas Bejarano, Marlene",2020,https://repositorio.uss.edu.pe/bitstream/handle/20.500.12802/8184/Marlene%20Salas%20Bejarano.pdf
72,uss,psicología,"Espiritualidad y bienestar psicológico en pastores de una institución religiosa evangélica, 2020","El objetivo de este estudio fue determinar la relación entre espiritualidad y bienestar psicológico de pastores de una institución religiosa evangélica. El estudio es de diseño no experimental, de corte transversal y de ...","Huamán Obando, Samuel José; Roncal Salazar, Héctor Willy",2021,https://repositorio.uss.edu.pe/bitstream/handle/20.500.12802/8371/Samuel%20Huam%c3%a1n%20Obando%20%26%20H%c3%a9ctor%20Roncal%20Salazar.pdf
73,uss,psicología,"Cohesión-adaptabilidad familiar y conductas disruptivas en estudiantes de secundaria de una institución educativa nacional de Lambayeque, 2019",La presente investigación tuvo el objetivo de conocer la relación que existe entre la variable Cohesión-Adaptabilidad Familiar y Conductas Disruptivas en estudiantes de secundaria de una Institución Educativa Nacional ...,"Correa Balcazar, Edilberto",2020,https://repositorio.uss.edu.pe/bitstream/handle/20.500.12802/8388/Correa%20Balcazar%2c%20Edilberto.pdf
74,uss,psicología,Desregulación emocional en niños y adolescentes,"El objetivo de la presente investigación, fue analizar las investigaciones más relevantes de la desregulación emocional en niños y adolescentes a nivel mundial, además de los efectos e intervenciones psicológicas, en los ...","Cabrera Lopez, Asley Esmeralda; Macalopu Peña, Daniel Alfredo",2021,https://repositorio.uss.edu.pe/bitstream/handle/20.500.12802/8475/Cabrera%20Lopez%2c%20Asley%20%26%20Macalopu%20Pe%c3%b1a%2c%20Daniel.pdf
75,uss,psicología,Síndrome de burnout en teleoperadores según jornada laboral en un call center de Chiclayo,"La investigación es de tipo descriptiva comparativa, con el objetivo de analizar las diferencias existentes en cuanto al síndrome de burnout en teleoperadores según jornada laboral en un call center de la ciudad de ...","Gutiérrez Fernández, Fiorella Gabriela; Abásolo Chiroque, Verónica Lisset",2021,https://repositorio.uss.edu.pe/bitstream/handle/20.500.12802/8531/Guti%c3%a9rrez%20Fern%c3%a1ndez%2c%20Fiorella%20%26%20Ab%c3%a1solo%20Chiroque%2c%20Ver%c3%b3nica.pdf
76,uss,psicología,"Afrontamiento y razones para vivir en los liberados del medio libre, región norte Chiclayo","El presente estudio de investigación tuvo como finalidad determinar la relación entre “afrontamiento y razones para vivir en los liberados del Medio Libre, Región Norte Chiclayo”, para dicho fin se empleó un enfoque ...","Sanchez Sanchez de Fernandez, Devy Karina",2021,https://repositorio.uss.edu.pe/bitstream/handle/20.500.12802/8544/Sanchez%20Sanchez%20de%20Fernandez%2c%20Devy%20Karina.pdf
77,uss,psicología,Programa de tutoría en la asertividad en los estudiantes de 3° grado de una institución educativa,"El objetivo del estudio fue determinar la influencia de un Programa de Tutoría para desarrollar la asertividad en estudiantes de Educación Primaria, con problemas de agresividad y timidez. La muestra estuvo constituida ...","Monsalve Chavarry, Lucia Liliana",2021,https://repositorio.uss.edu.pe/bitstream/handle/20.500.12802/8549/Monsalve%20Chavarry%20Lucia%20Liliana.pdf
78,uss,psicología,Violencia en las relaciones de pareja en universitarios del Perú,"La violencia es actualmente un problema de salud pública que se presenta muy frecuentemente en las relaciones de pareja; para la selección, análisis y recolección de información se utilizó el análisis documental, ...","Medina Pisfil, Sara Rosa; Moreto Delgado, Patricia Estefany",2021,https://repositorio.uss.edu.pe/bitstream/handle/20.500.12802/8552/Medina%20Pisfil%20Sara%20%26%20Moreto%20Delgado%20Patricia.pdf
79,uss,psicología,"Estrategias de afrontamiento y bienestar psicológico en estudiantes de una institución educativa de la ciudad de Cutervo, 2019",Vigente tesis buscó tal finalidad hallar conexión de los métodos de alternativa y la comodidad psicológica en estudiantes de un establecimiento Educativo. Estudio que proporciona al modelo de estudio representativo de ...,"Lozada Llatas, Mary Karla Isabel",2020,https://repositorio.uss.edu.pe/bitstream/handle/20.500.12802/8569/Lozada%20Llatas%20Mary%20Karla%20Isabel.pdf
80,uss,psicología,"Apego, su formación y repercusión en la vida adulta, 2015-2020: Una revisión teórica","Esta investigación tuvo como objetivo describir el estado actual del apego, su formación y repercusión en la vida adulta, 2015- 2020. El análisis de la realidad problemática ha permitido comprender la relevancia del ...","Rodas Vásquez, Allyzon Luane",2020,https://repositorio.uss.edu.pe/bitstream/handle/20.500.12802/8573/Rodas%20V%c3%a1squez%20Allyzon%20Luane.pdf
81,uss,psicología,Redes sociales y bienestar psicológico en estudiantes universitarios: Una revisión sistemática,"El presente estudio tuvo por objetivo identificar los diseños más relevantes en la conceptualización sobre la relación entre las redes sociales y el bienestar psicológico, en la cual se utilizó metodología basada en un ...","Mego Ruiz, Julissa Garandiny",2020,https://repositorio.uss.edu.pe/bitstream/handle/20.500.12802/8565/Mego%20Ruiz%20Julissa%20Garandiny.pdf
82,uss,psicología,Desgaste ocupacional y procrastinación laboral en colaboradores de una organización molinera de Chiclayo,El presente trabajo es un estudio correlacional de tipo transversal cuya finalidad es analizar la relación entre el desgaste ocupacional y procrastinación laboral en colaboradores de una empresa molinera en la ciudad de ...,"Silva Fong, Dorothy Patricia",2020,https://repositorio.uss.edu.pe/bitstream/handle/20.500.12802/8570/Silva%20Fong%2c%20Dorothy%20Patricia.pdf
83,uss,psicología,Factores caracteriales de las conductas autolesivas no suicidas en adolescentes,"La etapa adolescente constituye una evolución personal del ser humano en diversos aspectos, experimentando y enfrentando diariamente nuevos cambios y situaciones más complejas, siendo necesario que posean ciertas ...","Carranza Rodríguez, Cinthya Alejandra",2020,https://repositorio.uss.edu.pe/bitstream/handle/20.500.12802/8566/Carranza%20Rodr%c3%adguez%20Cinthya%20Alejandra.pdf
84,uss,psicología,Estrés y resiliencia en estudiantes de una universidad de Chiclayo – 2020,"La presente investigación tuvo como objetivo general determinar la relación entre el estrés y la resiliencia, cuya muestra fue de 151 estudiantes de los tres últimos ciclos de las escuelas profesionales de Derecho, ...","Alméstar Farfán, Leslie Maryuri; Oliva Torres, Luis Ángel",2021,https://repositorio.uss.edu.pe/bitstream/handle/20.500.12802/8590/Alm%c3%a9star%20Farf%c3%a1n%20Leslie%20%26%20Oliva%20Torres%20Luis.pdf
85,uss,psicología,Clima laboral y resiliencia en docentes de instituciones estatales de Lambayeque - 2019,"En la presente investigación tuvo como objetivo principal determinar la relación de clima laboral y resiliencia en docentes de instituciones estatales de Lambayeque – 2019, de tipo cuantitativa y diseño transversal ...","Flores Oliden, Emili Juleysi",2020,https://repositorio.uss.edu.pe/bitstream/handle/20.500.12802/8587/Flores%20Oliden%20Emili%20Juleysi.pdf
86,uss,psicología,Actitudes hacia el consumo de alcohol en estudiantes de una institución educativa de Chiclayo,"La presente investigación tuvo como objetivo determinar el nivel de las actitudes hacia el consumo de alcohol en estudiantes de una institución educativa de Chiclayo. Para dicho fin, el tipo investigación fue descriptiva ...","Torres Huanca, Lourdes",2021,https://repositorio.uss.edu.pe/bitstream/handle/20.500.12802/8601/Torres%20Huanca%20Lourdes.pdf
87,uss,psicología,Satisfacción marital y aserción en la pareja: Una revisión sistemática,"La satisfacción marital y la aserción en la pareja, se han constituido en constructos que logran fundamentar una interacción saludable y provechosa. Por ello, la presente investigación tuvo como finalidad analizar y ...","Carranza Uchofen, Janet del Milagro; Díaz Pérez, Eddy Yoel",2020,https://repositorio.uss.edu.pe/bitstream/handle/20.500.12802/8589/Carranza%20Uchofen%20Janet%20%26%20D%c3%adaz%20P%c3%a9rez%20Eddy.pdf
88,uss,psicología,Autorregulación emocional y depresión en estudiantes de un instituto superior de Lambayeque,"El presente estudio tiene como objetivo determinar si existe relación significativa entre la autorregulación emocional con la depresión en estudiantes de un instituto superior de Lambayeque, con una muestra de 107 ...","Cumpa Silva, Mary Julia",2020,https://repositorio.uss.edu.pe/bitstream/handle/20.500.12802/8612/Cumpa%20Silva%20Mary%20Julia.pdf
